nameOrig,avg_stress,max_stress,stressed_months
C1003680885,6.0,6,1
C1003687186,6.0,6,1
C1003693962,6.0,6,1
C1003697609,6.0,6,1
C1003698033,6.0,6,1
C1003713124,6.0,6,1
C1003721137,6.0,6,1
C1003721228,6.0,6,1
C1003725312,6.0,6,1
C1003735195,6.0,6,1
C1003735212,6.0,6,1
C1003736422,6.0,6,1
C1003736706,6.0,6,1
C1003736758,6.0,6,1
C1003740850,6.0,6,1
C1003745428,6.0,6,1
C1003748307,6.0,6,1
C1003748570,6.0,6,1
C1003749100,6.0,6,1
C100375096,6.0,6,1
C1003767955,6.0,6,1
C1003774966,6.0,6,1
C1003775156,6.0,6,1
C1003775387,6.0,6,1
C1003780553,6.0,6,1
C100378156,6.0,6,1
C1003785330,6.0,6,1
C1003785368,6.0,6,1
C1003792940,6.0,6,1
C1003795321,6.0,6,1
C1003804672,6.0,6,1
C1003809875,6.0,6,1
C1003814162,6.0,6,1
C1003814763,6.0,6,1
C1003815559,6.0,6,1
C100381998,6.0,6,1
C100382335,6.0,6,1
C1003824894,6.0,6,1
C100382515,6.0,6,1
C1003834723,6.0,6,1
C1003834837,6.0,6,1
C1003835494,6.0,6,1
C1003837792,6.0,6,1
C1003839290,6.0,6,1
C1003840611,6.0,6,1
C1003842248,6.0,6,1
C1003843200,6.0,6,1
C1003852248,6.0,6,1
C1003853787,6.0,6,1
C1003855576,6.0,6,1
C1003858198,6.0,6,1
C1003874828,6.0,6,1
C1003876260,6.0,6,1
C100387648,6.0,6,1
C1003880031,6.0,6,1
C1003882712,6.0,6,1
C100388272,6.0,6,1
C1003884882,6.0,6,1
C1003889003,6.0,6,1
C1003889492,6.0,6,1
C1003890394,6.0,6,1
C1003892839,6.0,6,1
C1003899275,6.0,6,1
C1003902452,6.0,6,1
C1003917134,6.0,6,1
C1003918897,6.0,6,1
C100393201,6.0,6,1
C1003933722,6.0,6,1
C1003934828,6.0,6,1
C1003936849,6.0,6,1
C100393828,6.0,6,1
C1003940990,6.0,6,1
C1003941428,6.0,6,1
C100394411,6.0,6,1
C1003944729,6.0,6,1
C1003944972,6.0,6,1
C1003945567,6.0,6,1
C1003950417,6.0,6,1
C1003964076,6.0,6,1
C1003964580,6.0,6,1
C1003968105,6.0,6,1
C1003970153,6.0,6,1
C100398230,6.0,6,1
C100398738,6.0,6,1
C1003994119,6.0,6,1
C1003994512,6.0,6,1
C1003995695,6.0,6,1
C1003996225,6.0,6,1
C1004001685,6.0,6,1
C1004006577,6.0,6,1
C1004006689,6.0,6,1
C1004007032,6.0,6,1
C1004012931,6.0,6,1
C1004022387,6.0,6,1
C1004028512,6.0,6,1
C1004036505,6.0,6,1
C1004036670,6.0,6,1
C1004038211,6.0,6,1
C1004039466,6.0,6,1
C1004040256,6.0,6,1
C100405153,6.0,6,1
C1004056696,6.0,6,1
C1004056977,6.0,6,1
C1004060043,6.0,6,1
C1004060081,6.0,6,1
C1004066565,6.0,6,1
C1004068843,6.0,6,1
C1004072381,6.0,6,1
C1004076751,6.0,6,1
C1004080458,6.0,6,1
C1004084589,6.0,6,1
C1004086035,6.0,6,1
C1004094419,6.0,6,1
C1004097549,6.0,6,1
C100410862,6.0,6,1
C1004110317,6.0,6,1
C1004112180,6.0,6,1
C100411923,6.0,6,1
C1004121134,6.0,6,1
C1004121168,6.0,6,1
C100412487,6.0,6,1
C1004125378,6.0,6,1
C1004138084,6.0,6,1
C1004140667,6.0,6,1
C1004141233,6.0,6,1
C1004145409,6.0,6,1
C1004146386,6.0,6,1
C100414671,6.0,6,1
C1004149342,6.0,6,1
C1004150486,6.0,6,1
C1004153154,6.0,6,1
C1004154516,6.0,6,1
C1004156499,6.0,6,1
C1004159011,6.0,6,1
C1004159226,6.0,6,1
C1004161052,6.0,6,1
C1004162597,6.0,6,1
C1004166423,6.0,6,1
C1004167913,6.0,6,1
C1004170380,6.0,6,1
C1004173906,6.0,6,1
C1004187544,6.0,6,1
C1004194273,6.0,6,1
C1004196835,6.0,6,1
C1004197626,6.0,6,1
C1004198851,6.0,6,1
C1004204191,6.0,6,1
C1004204227,6.0,6,1
C1004204649,6.0,6,1
C1004205372,6.0,6,1
C1004217171,6.0,6,1
C1004217471,6.0,6,1
C1004221546,6.0,6,1
C1004222549,6.0,6,1
C1004224309,6.0,6,1
C1004228839,6.0,6,1
C1004229504,6.0,6,1
C100424574,6.0,6,1
C1004246122,6.0,6,1
C1004246206,6.0,6,1
C1004250570,6.0,6,1
C1004252103,6.0,6,1
C100425482,6.0,6,1
C1004255461,6.0,6,1
C1004257204,6.0,6,1
C1004257947,6.0,6,1
C100426431,6.0,6,1
C1004266290,6.0,6,1
C1004271334,6.0,6,1
C1004276292,6.0,6,1
C1004276634,6.0,6,1
C1004278582,6.0,6,1
C1004284512,6.0,6,1
C1004289701,6.0,6,1
C100430315,6.0,6,1
C1004310313,6.0,6,1
C1004312463,6.0,6,1
C1004320526,6.0,6,1
C1004323058,6.0,6,1
C1004323868,6.0,6,1
C1004328169,6.0,6,1
C1004336210,6.0,6,1
C100433948,6.0,6,1
C1004343507,6.0,6,1
C1004345655,6.0,6,1
C1004348028,6.0,6,1
C1004355628,6.0,6,1
C1004355974,6.0,6,1
C1004356587,6.0,6,1
C1004368229,6.0,6,1
C1004368330,6.0,6,1
C1004369098,6.0,6,1
C1004373405,6.0,6,1
C1004380483,6.0,6,1
C1004383076,6.0,6,1
C1004386578,6.0,6,1
C1004390398,6.0,6,1
C1004390676,6.0,6,1
C1004395321,6.0,6,1
C1004404849,6.0,6,1
C100440711,6.0,6,1
C1004407809,6.0,6,1
C1004408508,6.0,6,1
C1004414266,6.0,6,1
C100441488,6.0,6,1
C1004417433,6.0,6,1
C1004418029,6.0,6,1
C1004418412,6.0,6,1
C1004434610,6.0,6,1
C1004436072,6.0,6,1
C1004440548,6.0,6,1
C1004442518,6.0,6,1
C1004443074,6.0,6,1
C1004443397,6.0,6,1
C1004443602,6.0,6,1
C1004448753,6.0,6,1
C100445148,6.0,6,1
C1004452008,6.0,6,1
C1004454148,6.0,6,1
C1004456606,6.0,6,1
C1004459812,6.0,6,1
C1004460840,6.0,6,1
C1004466424,6.0,6,1
C1004467475,6.0,6,1
C1004467715,6.0,6,1
C1004467794,6.0,6,1
C1004470509,6.0,6,1
C1004482744,6.0,6,1
C1004482943,6.0,6,1
C1004484633,6.0,6,1
C1004486447,6.0,6,1
C1004490378,6.0,6,1
C1004490716,6.0,6,1
C100450107,6.0,6,1
C1004502704,6.0,6,1
C1004508408,6.0,6,1
C1004508786,6.0,6,1
C1004511805,6.0,6,1
C1004514252,6.0,6,1
C1004514941,6.0,6,1
C1004516666,6.0,6,1
C1004516766,6.0,6,1
C100451737,6.0,6,1
C1004521549,6.0,6,1
C1004522607,6.0,6,1
C1004532959,6.0,6,1
C1004540747,6.0,6,1
C100454337,6.0,6,1
C1004547200,6.0,6,1
C1004549468,6.0,6,1
C1004553160,6.0,6,1
C1004557997,6.0,6,1
C1004558325,6.0,6,1
C1004560907,6.0,6,1
C1004562183,6.0,6,1
C1004567221,6.0,6,1
C1004568672,6.0,6,1
C1004570750,6.0,6,1
C1004576768,6.0,6,1
C1004576793,6.0,6,1
C1004579718,6.0,6,1
C1004580428,6.0,6,1
C1004580876,6.0,6,1
C1004583503,6.0,6,1
C1004587200,6.0,6,1
C1004588560,6.0,6,1
C1004589599,6.0,6,1
C1004595493,6.0,6,1
C1004597287,6.0,6,1
C10046033,6.0,6,1
C1004604282,6.0,6,1
C1004605732,6.0,6,1
C1004609498,6.0,6,1
C1004613646,6.0,6,1
C1004614887,6.0,6,1
C1004620689,6.0,6,1
C1004637745,6.0,6,1
C1004638121,6.0,6,1
C1004639354,6.0,6,1
C1004641443,6.0,6,1
C1004644996,6.0,6,1
C1004654200,6.0,6,1
C1004656118,6.0,6,1
C1004663504,6.0,6,1
C1004669126,6.0,6,1
C1004675241,6.0,6,1
C1004683042,6.0,6,1
C1004685023,6.0,6,1
C100469182,6.0,6,1
C1004698686,6.0,6,1
C1004700988,6.0,6,1
C1004703167,6.0,6,1
C1004704134,6.0,6,1
C1004711115,6.0,6,1
C1004712780,6.0,6,1
C1004718128,6.0,6,1
C1004722755,6.0,6,1
C1004730315,6.0,6,1
C1004731108,6.0,6,1
C100473136,6.0,6,1
C1004733787,6.0,6,1
C100473457,6.0,6,1
C1004734889,6.0,6,1
C100473499,6.0,6,1
C1004735808,6.0,6,1
C1004747684,6.0,6,1
C1004751546,6.0,6,1
C1004760372,6.0,6,1
C1004768207,6.0,6,1
C1004771041,6.0,6,1
C1004794700,6.0,6,1
C1004795994,6.0,6,1
C100479883,6.0,6,1
C1004800155,6.0,6,1
C1004800740,6.0,6,1
C100480653,6.0,6,1
C1004807593,6.0,6,1
C1004809083,6.0,6,1
C1004809326,6.0,6,1
C1004811346,6.0,6,1
C1004812597,6.0,6,1
C1004815178,6.0,6,1
C100481519,6.0,6,1
C1004817699,6.0,6,1
C1004819995,6.0,6,1
C100482907,6.0,6,1
C1004829147,6.0,6,1
C1004831823,6.0,6,1
C1004842241,6.0,6,1
C1004842402,6.0,6,1
C1004842496,6.0,6,1
C1004844061,6.0,6,1
C1004851948,6.0,6,1
C1004853461,6.0,6,1
C1004853582,6.0,6,1
C1004854615,6.0,6,1
C1004854861,6.0,6,1
C1004857852,6.0,6,1
C1004860262,6.0,6,1
C1004875379,6.0,6,1
C100487917,6.0,6,1
C1004881258,6.0,6,1
C1004885373,6.0,6,1
C1004890151,6.0,6,1
C1004890515,6.0,6,1
C1004890991,6.0,6,1
C1004895592,6.0,6,1
C1004898044,6.0,6,1
C1004899405,6.0,6,1
C1004902332,6.0,6,1
C1004906404,6.0,6,1
C1004907466,6.0,6,1
C1004909110,6.0,6,1
C1004932637,6.0,6,1
C1004932994,6.0,6,1
C1004935129,6.0,6,1
C1004935469,6.0,6,1
C1004944547,6.0,6,1
C1004948432,6.0,6,1
C1004950376,6.0,6,1
C1004950599,6.0,6,1
C1004951029,6.0,6,1
C1004954750,6.0,6,1
C1004956692,6.0,6,1
C1004963872,6.0,6,1
C1004965480,6.0,6,1
C1004968010,6.0,6,1
C1004972235,6.0,6,1
C1004973764,6.0,6,1
C1004974405,6.0,6,1
C1004975004,6.0,6,1
C1004988840,6.0,6,1
C1005002164,6.0,6,1
C1005012898,6.0,6,1
C100501836,6.0,6,1
C100502695,6.0,6,1
C1005029256,6.0,6,1
C1005035406,6.0,6,1
C1005036443,6.0,6,1
C1005037787,6.0,6,1
C100504353,6.0,6,1
C1005044207,6.0,6,1
C1005052266,6.0,6,1
C1005053603,6.0,6,1
C1005058085,6.0,6,1
C1005059958,6.0,6,1
C1005066181,6.0,6,1
C1005072177,6.0,6,1
C100507640,6.0,6,1
C100507780,6.0,6,1
C100510289,6.0,6,1
C1005102897,6.0,6,1
C1005107101,6.0,6,1
C1005109726,6.0,6,1
C100511165,6.0,6,1
C1005115644,6.0,6,1
C1005123477,6.0,6,1
C1005124419,6.0,6,1
C1005132132,6.0,6,1
C100513294,6.0,6,1
C1005140574,6.0,6,1
C1005142491,6.0,6,1
C1005143899,6.0,6,1
C1005150230,6.0,6,1
C1005159689,6.0,6,1
C1005170969,6.0,6,1
C1005181140,6.0,6,1
C1005186037,6.0,6,1
C100518673,6.0,6,1
C1005187817,6.0,6,1
C1005189741,6.0,6,1
C1005191377,6.0,6,1
C1005193246,6.0,6,1
C1005197741,6.0,6,1
C1005205163,6.0,6,1
C1005217883,6.0,6,1
C1005219614,6.0,6,1
C1005225290,6.0,6,1
C1005230289,6.0,6,1
C1005244170,6.0,6,1
C1005251391,6.0,6,1
C1005251586,6.0,6,1
C100525188,6.0,6,1
C1005252517,6.0,6,1
C1005258428,6.0,6,1
C1005265215,6.0,6,1
C1005267170,6.0,6,1
C1005268130,6.0,6,1
C1005268921,6.0,6,1
C1005275137,6.0,6,1
C1005277255,6.0,6,1
C1005282753,6.0,6,1
C1005283990,6.0,6,1
C1005287369,6.0,6,1
C1005297051,6.0,6,1
C1005300031,6.0,6,1
C1005300183,6.0,6,1
C1005300322,6.0,6,1
C1005300772,6.0,6,1
C1005302002,6.0,6,1
C100530520,6.0,6,1
C1005308315,6.0,6,1
C1005310438,6.0,6,1
C10053117,6.0,6,1
C1005322206,6.0,6,1
C1005323996,6.0,6,1
C1005324047,6.0,6,1
C1005331652,6.0,6,1
C1005338154,6.0,6,1
C1005338421,6.0,6,1
C1005338989,6.0,6,1
C1005343268,6.0,6,1
C1005343390,6.0,6,1
C1005344134,6.0,6,1
C100535047,6.0,6,1
C1005350674,6.0,6,1
C1005352983,6.0,6,1
C1005353362,6.0,6,1
C100536437,6.0,6,1
C1005364428,6.0,6,1
C1005369029,6.0,6,1
C1005384563,6.0,6,1
C1005386202,6.0,6,1
C1005392036,6.0,6,1
C1005396808,6.0,6,1
C1005398197,6.0,6,1
C1005401655,6.0,6,1
C100540176,6.0,6,1
C1005402758,6.0,6,1
C1005404378,6.0,6,1
C1005405199,6.0,6,1
C1005405684,6.0,6,1
C1005406952,6.0,6,1
C1005407090,6.0,6,1
C1005412637,6.0,6,1
C1005413494,6.0,6,1
C1005427809,6.0,6,1
C1005429625,6.0,6,1
C1005438692,6.0,6,1
C1005444601,6.0,6,1
C1005445567,6.0,6,1
C1005449256,6.0,6,1
C1005454694,6.0,6,1
C1005455153,6.0,6,1
C1005456277,6.0,6,1
C100545723,6.0,6,1
C1005462634,6.0,6,1
C1005466735,6.0,6,1
C1005468398,6.0,6,1
C1005469238,6.0,6,1
C1005469415,6.0,6,1
C1005476585,6.0,6,1
C100547865,6.0,6,1
C1005480357,6.0,6,1
C1005481824,6.0,6,1
C1005486569,6.0,6,1
C1005488411,6.0,6,1
C1005490474,6.0,6,1
C1005494038,6.0,6,1
C1005495351,6.0,6,1
C1005499893,6.0,6,1
C1005513694,6.0,6,1
C1005520354,6.0,6,1
C1005521339,6.0,6,1
C10055273,6.0,6,1
C1005530982,6.0,6,1
C100553437,6.0,6,1
C1005538097,6.0,6,1
C1005540454,6.0,6,1
C1005551660,6.0,6,1
C1005552564,6.0,6,1
C1005554256,6.0,6,1
C100555455,6.0,6,1
C1005555716,6.0,6,1
C100557000,6.0,6,1
C1005571363,6.0,6,1
C1005573817,6.0,6,1
C1005574501,6.0,6,1
C100557681,6.0,6,1
C1005580478,6.0,6,1
C1005581643,6.0,6,1
C1005581681,6.0,6,1
C1005582864,6.0,6,1
C100558954,6.0,6,1
C1005592293,6.0,6,1
C1005592678,6.0,6,1
C1005595723,6.0,6,1
C100560040,6.0,6,1
C1005601595,6.0,6,1
C1005603340,6.0,6,1
C100560342,6.0,6,1
C1005606914,6.0,6,1
C100560783,6.0,6,1
C100560967,6.0,6,1
C1005609790,6.0,6,1
C1005612333,6.0,6,1
C1005633688,6.0,6,1
C1005634092,6.0,6,1
C1005634351,6.0,6,1
C1005636832,6.0,6,1
C1005637016,6.0,6,1
C1005637083,6.0,6,1
C1005637087,6.0,6,1
C1005639281,6.0,6,1
C100564012,6.0,6,1
C1005641598,6.0,6,1
C1005642368,6.0,6,1
C1005653213,6.0,6,1
C1005656177,6.0,6,1
C100565858,6.0,6,1
C1005664380,6.0,6,1
C1005666434,6.0,6,1
C1005670257,6.0,6,1
C1005674664,6.0,6,1
C1005679182,6.0,6,1
C1005679213,6.0,6,1
C1005679527,6.0,6,1
C1005680858,6.0,6,1
C1005683382,6.0,6,1
C1005686811,6.0,6,1
C1005693069,6.0,6,1
C1005694884,6.0,6,1
C1005697883,6.0,6,1
C1005700772,6.0,6,1
C1005704763,6.0,6,1
C1005705553,6.0,6,1
C1005707360,6.0,6,1
C1005712083,6.0,6,1
C1005717870,6.0,6,1
C1005718287,6.0,6,1
C1005727445,6.0,6,1
C100572986,6.0,6,1
C1005734680,6.0,6,1
C1005738687,6.0,6,1
C1005742901,6.0,6,1
C1005747817,6.0,6,1
C1005751342,6.0,6,1
C1005752081,6.0,6,1
C100575454,6.0,6,1
C1005755129,6.0,6,1
C100575523,6.0,6,1
C1005759918,6.0,6,1
C1005763205,6.0,6,1
C1005765391,6.0,6,1
C1005765710,6.0,6,1
C1005766969,6.0,6,1
C1005768373,6.0,6,1
C1005769288,6.0,6,1
C1005771513,6.0,6,1
C1005777831,6.0,6,1
C1005780578,6.0,6,1
C1005783545,6.0,6,1
C1005789434,6.0,6,1
C1005790505,6.0,6,1
C1005793918,6.0,6,1
C1005803625,6.0,6,1
C1005810543,6.0,6,1
C1005811013,6.0,6,1
C1005811889,6.0,6,1
C1005813028,6.0,6,1
C1005818743,6.0,6,1
C1005822401,6.0,6,1
C1005823851,6.0,6,1
C1005825045,6.0,6,1
C100583170,6.0,6,1
C1005836901,6.0,6,1
C1005842239,6.0,6,1
C1005844044,6.0,6,1
C100584891,6.0,6,1
C100584956,6.0,6,1
C1005853846,6.0,6,1
C1005854531,6.0,6,1
C1005856233,6.0,6,1
C1005867143,6.0,6,1
C1005868632,6.0,6,1
C1005870889,6.0,6,1
C1005878352,6.0,6,1
C1005879526,6.0,6,1
C1005880674,6.0,6,1
C1005886641,6.0,6,1
C1005894589,6.0,6,1
C1005895168,6.0,6,1
C1005901099,6.0,6,1
C1005902663,6.0,6,1
C1005904410,6.0,6,1
C100591105,6.0,6,1
C1005913405,6.0,6,1
C1005914543,6.0,6,1
C1005922901,6.0,6,1
C1005925400,6.0,6,1
C1005927829,6.0,6,1
C1005928079,6.0,6,1
C1005928967,6.0,6,1
C1005933922,6.0,6,1
C1005942152,6.0,6,1
C1005943262,6.0,6,1
C1005947500,6.0,6,1
C1005948689,6.0,6,1
C100595002,6.0,6,1
C1005950098,6.0,6,1
C1005952722,6.0,6,1
C1005962323,6.0,6,1
C1005966168,6.0,6,1
C100597264,6.0,6,1
C1005995409,6.0,6,1
C1005998716,6.0,6,1
C1006000352,6.0,6,1
C1006004571,6.0,6,1
C1006006494,6.0,6,1
C1006007437,6.0,6,1
C1006007752,6.0,6,1
C1006008822,6.0,6,1
C1006012924,6.0,6,1
C1006014928,6.0,6,1
C1006020231,6.0,6,1
C1006025333,6.0,6,1
C1006025394,6.0,6,1
C1006025995,6.0,6,1
C1006026677,6.0,6,1
C1006027775,6.0,6,1
C1006034010,6.0,6,1
C1006045576,6.0,6,1
C1006046387,6.0,6,1
C1006056115,6.0,6,1
C1006062230,6.0,6,1
C1006069167,6.0,6,1
C1006071508,6.0,6,1
C1006085206,6.0,6,1
C1006086837,6.0,6,1
C1006090492,6.0,6,1
C1006096447,6.0,6,1
C1006097086,6.0,6,1
C1006098938,6.0,6,1
C1006102146,6.0,6,1
C1006116333,6.0,6,1
C1006116756,6.0,6,1
C1006119518,6.0,6,1
C100612036,6.0,6,1
C1006122032,6.0,6,1
C1006123242,6.0,6,1
C1006125616,6.0,6,1
C1006134238,6.0,6,1
C1006140772,6.0,6,1
C1006142153,6.0,6,1
C1006142407,6.0,6,1
C1006144318,6.0,6,1
C1006145439,6.0,6,1
C1006152476,6.0,6,1
C1006153589,6.0,6,1
C1006153737,6.0,6,1
C1006156345,6.0,6,1
C1006158653,6.0,6,1
C1006159331,6.0,6,1
C1006171212,6.0,6,1
C1006174786,6.0,6,1
C1006181810,6.0,6,1
C1006182512,6.0,6,1
C1006210369,6.0,6,1
C1006211547,6.0,6,1
C1006212635,6.0,6,1
C1006214277,6.0,6,1
C1006216255,6.0,6,1
C1006216844,6.0,6,1
C100621883,6.0,6,1
C1006229316,6.0,6,1
C1006234534,6.0,6,1
C1006247692,6.0,6,1
C1006249123,6.0,6,1
C1006255081,6.0,6,1
C1006259350,6.0,6,1
C1006259619,6.0,6,1
C100626995,6.0,6,1
C1006272421,6.0,6,1
C1006276812,6.0,6,1
C1006277778,6.0,6,1
C1006281976,6.0,6,1
C10062821,6.0,6,1
C100628485,6.0,6,1
C1006289983,6.0,6,1
C100629143,6.0,6,1
C1006292268,6.0,6,1
C1006294778,6.0,6,1
C100630189,6.0,6,1
C1006328482,6.0,6,1
C1006332287,6.0,6,1
C1006344017,6.0,6,1
C1006347820,6.0,6,1
C1006350278,6.0,6,1
C1006352278,6.0,6,1
C1006354758,6.0,6,1
C1006356433,6.0,6,1
C1006358179,6.0,6,1
C1006364583,6.0,6,1
C1006366912,6.0,6,1
C1006368010,6.0,6,1
C100636969,6.0,6,1
C1006385938,6.0,6,1
C1006393187,6.0,6,1
C1006400660,6.0,6,1
C1006404644,6.0,6,1
C1006413212,6.0,6,1
C1006416890,6.0,6,1
C1006421204,6.0,6,1
C1006427813,6.0,6,1
C1006429865,6.0,6,1
C1006439479,6.0,6,1
C1006440377,6.0,6,1
C1006445456,6.0,6,1
C1006448051,6.0,6,1
C1006451166,6.0,6,1
C1006452713,6.0,6,1
C1006452903,6.0,6,1
C1006458385,6.0,6,1
C1006460119,6.0,6,1
C1006461684,6.0,6,1
C1006461964,6.0,6,1
C1006469987,6.0,6,1
C1006487181,6.0,6,1
C1006487327,6.0,6,1
C1006490032,6.0,6,1
C100649047,6.0,6,1
C1006494663,6.0,6,1
C100650079,6.0,6,1
C1006502969,6.0,6,1
C1006507348,6.0,6,1
C1006509311,6.0,6,1
C100651776,6.0,6,1
C1006523518,6.0,6,1
C1006523599,6.0,6,1
C1006525928,6.0,6,1
C1006526574,6.0,6,1
C1006538184,6.0,6,1
C1006538653,6.0,6,1
C1006548548,6.0,6,1
C1006549196,6.0,6,1
C1006556717,6.0,6,1
C1006558666,6.0,6,1
C1006561748,6.0,6,1
C1006562288,6.0,6,1
C1006562889,6.0,6,1
C1006563868,6.0,6,1
C1006564379,6.0,6,1
C1006571766,6.0,6,1
C100657936,6.0,6,1
C100657999,6.0,6,1
C1006583513,6.0,6,1
C1006585414,6.0,6,1
C100659335,6.0,6,1
C1006596032,6.0,6,1
C1006602357,6.0,6,1
C1006603973,6.0,6,1
C100660905,6.0,6,1
C1006610158,6.0,6,1
C1006613977,6.0,6,1
C1006616689,6.0,6,1
C1006617350,6.0,6,1
C1006620284,6.0,6,1
C1006621236,6.0,6,1
C1006621975,6.0,6,1
C1006629070,6.0,6,1
C1006636918,6.0,6,1
C1006637292,6.0,6,1
C100663850,6.0,6,1
C1006638756,6.0,6,1
C1006643893,6.0,6,1
C1006652708,6.0,6,1
C1006667975,6.0,6,1
C1006669325,6.0,6,1
C1006672114,6.0,6,1
C1006672648,6.0,6,1
C1006678871,6.0,6,1
C1006681458,6.0,6,1
C1006683173,6.0,6,1
C100668398,6.0,6,1
C1006687228,6.0,6,1
C1006701559,6.0,6,1
C1006702027,6.0,6,1
C1006702547,6.0,6,1
C1006703847,6.0,6,1
C1006704880,6.0,6,1
C1006707746,6.0,6,1
C1006712051,6.0,6,1
C1006716254,6.0,6,1
C1006720526,6.0,6,1
C1006731445,6.0,6,1
C1006734475,6.0,6,1
C1006736612,6.0,6,1
C1006736923,6.0,6,1
C1006741321,6.0,6,1
C1006742374,6.0,6,1
C1006757274,6.0,6,1
C1006772108,6.0,6,1
C1006775806,6.0,6,1
C1006777985,6.0,6,1
C1006778198,6.0,6,1
C1006781904,6.0,6,1
C1006784446,6.0,6,1
C1006790405,6.0,6,1
C100680440,6.0,6,1
C1006811579,6.0,6,1
C1006811924,6.0,6,1
C1006812290,6.0,6,1
C1006827097,6.0,6,1
C1006828798,6.0,6,1
C1006830035,6.0,6,1
C100683206,6.0,6,1
C1006838042,6.0,6,1
C1006841519,6.0,6,1
C1006844031,6.0,6,1
C1006847610,6.0,6,1
C1006849163,6.0,6,1
C1006849768,6.0,6,1
C1006861923,6.0,6,1
C1006862741,6.0,6,1
C1006876947,6.0,6,1
C1006887059,6.0,6,1
C1006890017,6.0,6,1
C1006896480,6.0,6,1
C1006897213,6.0,6,1
C1006897283,6.0,6,1
C1006898592,6.0,6,1
C1006903180,6.0,6,1
C1006903283,6.0,6,1
C1006907055,6.0,6,1
C1006909340,6.0,6,1
C1006918562,6.0,6,1
C1006920698,6.0,6,1
C1006922096,6.0,6,1
C1006925325,6.0,6,1
C100692764,6.0,6,1
C100693069,6.0,6,1
C1006933377,6.0,6,1
C1006937510,6.0,6,1
C1006942703,6.0,6,1
C1006943772,6.0,6,1
C1006945416,6.0,6,1
C1006949031,6.0,6,1
C1006951256,6.0,6,1
C1006966333,6.0,6,1
C1006968485,6.0,6,1
C1006969281,6.0,6,1
C1006969841,6.0,6,1
C100697150,6.0,6,1
C1006972863,6.0,6,1
C100697753,6.0,6,1
C1006980959,6.0,6,1
C1006984461,6.0,6,1
C100698503,6.0,6,1
C1006986024,6.0,6,1
C1006987138,6.0,6,1
C1006988121,6.0,6,1
C1006988625,6.0,6,1
C1006988878,6.0,6,1
C1006997275,6.0,6,1
C1007004771,6.0,6,1
C1007006357,6.0,6,1
C100700718,6.0,6,1
C1007018078,6.0,6,1
C1007020319,6.0,6,1
C1007021738,6.0,6,1
C1007022318,6.0,6,1
C100702294,6.0,6,1
C1007023517,6.0,6,1
C1007035087,6.0,6,1
C1007038643,6.0,6,1
C100703943,6.0,6,1
C1007040282,6.0,6,1
C1007043615,6.0,6,1
C1007044108,6.0,6,1
C1007048530,6.0,6,1
C1007051111,6.0,6,1
C1007059241,6.0,6,1
C1007065392,6.0,6,1
C1007065552,6.0,6,1
C1007069005,6.0,6,1
C1007071814,6.0,6,1
C1007072815,6.0,6,1
C1007074680,6.0,6,1
C1007075590,6.0,6,1
C1007082752,6.0,6,1
C1007092064,6.0,6,1
C1007093877,6.0,6,1
C100709473,6.0,6,1
C1007095837,6.0,6,1
C1007101181,6.0,6,1
C1007106056,6.0,6,1
C100710669,6.0,6,1
C1007106708,6.0,6,1
C1007106752,6.0,6,1
C1007107746,6.0,6,1
C1007114291,6.0,6,1
C1007120965,6.0,6,1
C100712458,6.0,6,1
C1007128241,6.0,6,1
C1007128813,6.0,6,1
C1007135151,6.0,6,1
C1007135866,6.0,6,1
C1007145860,6.0,6,1
C1007146776,6.0,6,1
C1007149123,6.0,6,1
C1007157463,6.0,6,1
C1007163917,6.0,6,1
C1007166106,6.0,6,1
C1007170653,6.0,6,1
C1007170770,6.0,6,1
C100717097,6.0,6,1
C1007179222,6.0,6,1
C1007179679,6.0,6,1
C1007180915,6.0,6,1
C1007181867,6.0,6,1
C1007182384,6.0,6,1
C1007187065,6.0,6,1
C100719697,6.0,6,1
C1007200705,6.0,6,1
C1007206714,6.0,6,1
C1007211860,6.0,6,1
C1007214520,6.0,6,1
C1007219923,6.0,6,1
C1007219982,6.0,6,1
C1007222343,6.0,6,1
C1007227539,6.0,6,1
C1007230411,6.0,6,1
C1007236498,6.0,6,1
C1007237066,6.0,6,1
C100723950,6.0,6,1
C1007242625,6.0,6,1
C1007242894,6.0,6,1
C1007248258,6.0,6,1
C100725476,6.0,6,1
C1007265271,6.0,6,1
C1007271030,6.0,6,1
C1007272415,6.0,6,1
C1007277227,6.0,6,1
C1007281930,6.0,6,1
C100728339,6.0,6,1
C1007284215,6.0,6,1
C1007286082,6.0,6,1
C1007291735,6.0,6,1
C1007293242,6.0,6,1
C1007297169,6.0,6,1
C1007304373,6.0,6,1
C1007304584,6.0,6,1
C1007309165,6.0,6,1
C1007313070,6.0,6,1
C1007316706,6.0,6,1
C1007324506,6.0,6,1
C1007326787,6.0,6,1
C1007326801,6.0,6,1
C1007340530,6.0,6,1
C1007340794,6.0,6,1
C1007342191,6.0,6,1
C1007345346,6.0,6,1
C1007345782,6.0,6,1
C100735172,6.0,6,1
C1007354364,6.0,6,1
C1007362815,6.0,6,1
C1007363393,6.0,6,1
C1007366902,6.0,6,1
C1007367027,6.0,6,1
C1007371570,6.0,6,1
C1007371660,6.0,6,1
C1007371923,6.0,6,1
C1007376709,6.0,6,1
C1007377101,6.0,6,1
C1007380383,6.0,6,1
C1007381071,6.0,6,1
